STRID,LAN,Remark
npctalk5694_3,"Hoan nghênh kÏ hi®p ğªn v¾i kªt gi¾i không gian hæu pháp vô h°i, ha ha ha..",
npctalk5694_4,"Huy«n ThÕch Gi¾i",
npctalk5694_5,"R¶i khöi Huy«n ThÕch Gi¾i",
npctalk5694_6,"Nªu nhß · lÕi ğây, các hÕ s¨ trß¶ng sinh b¤t tØ, l¨ nào các hÕ lÕi mu¯n r¶i khöi mµt n½i tuy®t v¶i nhß v§y sao?",
npctalk5696,"Ngß½i là ai, không phäi là yêu ma ğµi l¯t ngß¶i ğó chÑ?",
npctalk5697,"Lão quanh qu¦n · ğây mãi cûng chán, ğßşc xông pha tr§n ğ¸a vçn t¯t h½n.",
npctalk5698,"Huynh ğ® t¯t cüa ta cách ğây vài hôm ğã tØ tr§n r°i. Th§t ğau lòng..",
npctalk5699,"Ôi.. Nhi«u yêu ma quá, ğánh mãi mà không hªt. Ta nh¾ vş con ta quá!",
npctalk5700,"Mu¯n v« nhà s¾m làm vài ly rßşu quá, th¶i tiªt quái quÖ này, th§t hªt ch¸u n±i! ",
npctalk5701,"M÷i ngß¶i hãy ğ« cao cänh gi¾i, th« quyªt cùng t°n vong v¾i Kinh ThÕch Hi®p",
npctalk7000,"Ğây là l¯i vào Phø Bän Nguy®t Long Thôn, ngß½i ğã sÇn sàng chßa?",
npctalk7001,"Ngß½i ğã quá m®t möi và mu¯n quay tr· lÕi Thành Ğô?",
npctalk7002,"Ta có bán r¤t nhi«u trang b¸ ch¤t lßşng t¯t! CØa hi®u Thøc S½n Tam Gi¾i",
npctalk7003,"Ta có bán r¤t nhi«u trang b¸ ch¤t lßşng t¯t! CØa hi®u Pháp Bäo Ng÷c Thøc S½n Tam Gi¾i",
npctalk7004,"Nªu mu¯n chªt thì cÑ vi®c vào ğây, có r¤t nhi«u quái v§t ğói khát ğang ch¶ ngß½i!",
npctalk7004_1,"Tiªn vào Thiên Ma Trúc Ğµng",
npctalk7004_2,"Thiên Ma Trúc Ğµng",
npctalk7005,"Không có vi®c thì hãy mau chóng r¶i khöi ğây ği, con nít không nên ch½i trong này!",
npctalk7005_1,"R¶i khöi Thiên Ma Trúc Ğµng",
npctalk7005_2,"Thiên Ma Trúc Ğµng",
,,
npctalk7006,"L¯i vào Kim Tinh Ğµng · ngay ğây, các ngß½i c¥n hªt sÑc th§n tr÷ng, b÷n yêu ma tÕi ğây vô cùng hung tşn, không th¬ xem thß¶ng!",
npctalk7006_1,"Vào Kim Tinh Ğµng",
npctalk7006_2,"Kim Tinh Ğµng",
npctalk7007,"Nhân lúc truy binh còn chßa ğªn, hãy mau chóng r¶i khöi thôi, c¥n báo ngay m÷i vi®c tÕi ğây cho ngß¶i bên ngoài biªt!",
npctalk7007_1,"R¶i Kim Tinh Ğµng",
npctalk7007_2,"Kim Tinh Ğµng",
,,
npctalk7008,"Ta là xÑ giä cüa Tam Gi¾i ğªn ğ¬ phân phát event!",
,,
npctalk7009,"Hãy nghe ta, ngß½i s¨ không bao gi¶ h¯i h§n v« nhæng ph¥n thß·ng ngß½i có th¬ nh§n ğßşc!",
,,
npctalk7010,"Nªu mu¯n chªt thì cÑ vi®c vào ğây, có r¤t nhi«u quái v§t ğói khát ğang ch¶ ngß½i!",
npctalk7010_1,"Tiªn vào Thiên Ma Trúc Ğµng 2",
npctalk7010_2,"Thiên Ma Trúc Ğµng 2",
npctalk7011,"Không có vi®c thì hãy mau chóng r¶i khöi ğây ği, con nít không nên ch½i trong này!",
npctalk7011_1,"R¶i khöi Thiên Ma Trúc Ğµng 2",
npctalk7011_2,"Thiên Ma Trúc Ğµng 2",
