"ID","name","desc","talk_pre","talk_accept","talk_doing","talk_finish","task_failed","","","","","","",""
"1276","Tr§n chiªn Ğ¾i Gia Trß¶ng","Giúp Du Xung Trung giáo hu¤n b÷n gia binh Tr¥n Gia Trang hoành hành · Ğ¾i Gia Trß¶ng.","Tr¥n Gia Trang không chï Ñc hiªp Lång Lão Anh Hùng cüa Lång Phü, b¡t ông ¤y phäi gä con gái cho chúng, mà còn phái ngß¶i ğªn Ğ¾i Gia Trß¶ng gi· thói càn rŞ, ğây quä th§t là chÆng xem Du Xung Trung ta ra gì. Ta phäi giáo hu¤n b÷n chúng ğ¬ hä c½n gi§n này ! Ngß½i có b¢ng lòng cùng ta ği giáo hu¤n chúng không?"," thª hiªp ngß¶i, th§t là quá qu¡t!","C¯ g¡ng lên! Chúng ta · ğây ch¶ tin t¯t cüa ngß½i!","Th§t không th¬ tin ğßşc, $username$, thân thü cüa ngß½i th§t phi phàm!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1277","Thám tØ Ngß Th¥n Ğµng","Giúp BÕch KÏ giáo hu¤n Læ Thôn M§t Thám.","G¥n ğây ta phát hi®n có r¤t nhi«u Læ Thôn M§t Thám läng väng xung quanh Ngß Th¥n Ğµng Phü, e r¢ng b÷n chúng ğang thåm dò Ğ¾i Gia Trß¶ng, xem ra ngß¶i cüa Læ Thôn ğang có mßu ğ° gì ğó ğ¯i v¾i chúng ta, ta phäi báo cho thôn dân ra sÑc ğ« phòng. $username$, ngß½i có th¬ giúp ta tìm hi¬u thông tin t× ch² b÷n m§t thám ğó không?","Ngß½i nh¾ hành sñ c¦n tr÷ng, ğ×ng kinh ğµng ğªn kë khác.","B÷n Læ Thôn M§t Thám này còn khó ğ¯i phó h½n b÷n ngß¶i cüa Tr¥n Gia Trang næa!","Xem ra b÷n m§t thám này ğã · ğó r¤t lâu r°i, có l¨ ğã biªt vi®c Tr¥n Gia Trang ğªn ğây gây r¯i.","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1278","Thåm dò Ngß Th¥n Ğµng","Giúp BÕch KÏ giáo hu¤n Dûng Sî Læ Thôn.","Có l¥n vào lúc nØa ğêm ta ğã ğµt nh§p vào Ngß Th¥n Ğµng và khám phá ra mµt bí m§t kinh thiên! Thì ra Ngß Th¥n Ğµng ğã b¸ ngß¶i cüa Læ Thôn ğä thông, b÷n chúng vì mu¯n che m¡t thiên hÕ nên hi®n ğang tiªn hành phong bª tr· lÕi, vài dûng sî Læ Thôn ğang làm vi®c trong ğó, ngß½i hãy ği thåm dò r°i v« báo cho ta biªt, c¦n th§n b÷n dûng sî ğó!","Ngß½i nh¾ hành sñ c¦n tr÷ng, ğ×ng kinh ğµng ğªn kë khác.","B÷n chúng quân s¯ ğông, ngß½i hành sñ nh¾ c¦n th§n!","Hành ğµng hôm nay cüa ngß½i có l¨ ğã kinh ğµng b÷n chúng, ğ¬ ta nghî cách ğ¯i phó xem nào...","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1279","¿¾c chiªn Tr¥n Gia Trang","Giúp BÕch KÏ ğªn Tr¥n Gia Trang giáo hu¤n Tr¥n Trß¶ng C¯c.","Ta · ğây có mµt bÑc chiªn thß, nh¶ ngß½i giúp ta giao cho Tr¥n Gia thiªu trang chü Tr¥n Trß¶ng C¯c, hành vi cüa Tr¥n Gia Trang quä thñc ép ngß¶i quá ğáng, ta mu¯n phái ngß½i ğªn Tr¥n Gia Trang giáo hu¤n b÷n chúng. Ngß½i b¢ng lòng không?","Thiªu trang chü Tr¥n Gia Trang không phäi là kë t¥m thß¶ng!","Ngß½i có th¬ tri®u t§p thêm ğÕo hæu ğªn cùng ği.","Nguy hi¬m quá, ngß½i ği lâu nhß v§y, ta · ğây quä thñc hªt sÑc lo l¡ng...","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1280","Thu th§p nguyên li®u Bì Giáp","Giúp BÕch KÏ thu th§p mµt s¯ nguyên li®u tác chiªn - NgÕc Ngß Bì.","Ğ¬ chu¦n b¸ cho tr§n chiªn v¾i Tr¥n Gia Trang, ta ğã phát ğµng toàn th¬ thôn dân Ğ¾i Gia Trß¶ng ği thu th§p nguyên li®n tác chiªn, trß¾c m¡t chúng ta c¥n mµt s¯ lßşng l¾n NgÕc Ngß Bì ğ¬ chª tÕo Bì Giáp. Không biªt ngß½i có b¢ng lòng gia nh§p v¾i hcúng ta, cùng nhau ği thu th§p không?","Th¶i gian ğã r¤t c¤p bách, ngß½i phäi nhanh lên!","Vi®c ta nh¶ ngß½i thu th§p NgÕc Ngß Bì, ngß½i ğã hoàn thành chßa?","Nguyên li®u mà ngß½i thu th§p cho chúng ta r¤t hæu ích, ğa tÕ ngß½i!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1281","Thu th§p nguyên li®u chª dßşc","Giúp BÕch KÏ thu th§p mµt s¯ nguyên li®u tác chiªn - H± C¯t.","Ğa tÕ ngß½i l¥n trß¾c ğã giúp ta thu th§p NgÕc Ngß Bì. Lúc giao chiªn v¾i Tr¥n Gia Trang, vi®c thôn dân b¸ thß½ng là khó tránh, nghe nói H± C¯t nªu ğßşc làm thu¯c s¨ có tác døng c¥m máu r¤t t¯t. Xem ra l¥n này ta chï có th¬ nh¶ ngß½i thu th§p thôi!","Th¶i gian ğã r¤t c¤p bách, ngß½i phäi nhanh lên!","Vi®c ta nh¶ ngß½i thu th§p H± C¯t, ngß½i ğã hoàn thành chßa?","Nguyên li®u mà ngß½i thu th§p cho chúng ta r¤t hæu ích, ğa tÕ ngß½i!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1282","BÕch Phü lß½ng thäo","Giúp BÕch KÏ ğem mµt món l­ v§t ğªn cho Chß·ng Qu¥y Chş Thanh Thüy Bá.","G¥n ğây nhæng chuy®n phi«n phÑc cüa Ğ¾i Gia Trß¶ng quá nhi«u, trß¾c tiên là b¸ Tr¥n Gia Trang phái ngß¶i ğªn qu¤y nhi­u, sau ğó lÕi b¸ ngß¶i cüa Læ Thôn t§p kích t× sau Ngß Ğµng Phü. Kë ğ¸ch hi®n tÕi cüa chúng ta quá nhi«u... Cûng may có Chß·ng Qu¥y Chş Thanh Thüy Bá ra tay tß½ng trş, k¸p th¶i phái ngß½i v§n chuy¬n lß½ng thäo ğªn, m¾i có th¬ giúp chúng ta c¥m cñ ğßşc ğªn bây gi¶. Vì v§y ta có mµt món l­ v§t, mu¯n nh¶ ngß½i ğích thân ğem ğªn trao cho ông ¤y!","Ngß½i nh¾ bäo quän l­ v§t c¦n th§n nhé!","Có phäi ngß½i có v§t gì chßa ğßa cho ta không?","! BÕch ğÕi hi®p quä thñc quá khách khí r°i. Ha ha.","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1283","Thí luy®n thân thü ","Tiêu di®t mµt s¯ thª lñc tà ác · g¥n Ğ¾i Gia Trß¶ng, cho BÕch KÏ th¤y rõ thñc lñc cüa ngß½i.","Bi¬u hi®n cüa ngß½i · Ğ¾i Gia Trß¶ng quä thñc quá xu¤t s¡c, nhßng ngß¶i cüa Læ Thôn không phäi d­ ğ¯i phó nhß ngß½i nghî ğâu. Hi®n tÕi b÷n chúng lÕi có thêm sñ trş giúp cüa b÷n tà giáo nên càng tr· nên ngang ngßşc. Ngß½i nên ği ra xung quanh ğ¬ rèn luy®n thân thü cüa mình. Mau ği ği, ğ¬ ta th¤y rõ nång lñc cüa ngß½i.","Ngß½i phäi c¦n th§n ğ¤y!","C¯ g¡ng lên! Ta · ğây ch¶ tin t¯t cüa ngß½i!","Th§t không th¬ tin ğßşc, $username$, thân thü cüa ngß½i th§t phi phàm!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1284","Thí luy®n thân thü ","Tiêu di®t mµt s¯ thª lñc tà ác · g¥n Ğ¾i Gia Trß¶ng, cho BÕch KÏ th¤y rõ thñc lñc cüa ngß½i.","Bi¬u hi®n cüa ngß½i · Ğ¾i Gia Trß¶ng quä thñc quá xu¤t s¡c, nhßng ngß¶i cüa Læ Thôn không phäi d­ ğ¯i phó nhß ngß½i nghî ğâu. Hi®n tÕi b÷n chúng lÕi có thêm sñ trş giúp cüa b÷n tà giáo nên càng tr· nên ngang ngßşc. Ngß½i nên ği ra xung quanh ğ¬ rèn luy®n thân thü cüa mình. Mau ği ği, ğ¬ ta th¤y rõ nång lñc cüa ngß½i.","Ngß½i phäi c¦n th§n ğ¤y!","C¯ g¡ng lên! Ta · ğây ch¶ tin t¯t cüa ngß½i!","Th§t không th¬ tin ğßşc, $username$, thân thü cüa ngß½i th§t phi phàm!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1285","Thí luy®n thân thü ","Tiêu di®t mµt s¯ thª lñc tà ác · g¥n Ğ¾i Gia Trß¶ng, cho BÕch KÏ th¤y rõ thñc lñc cüa ngß½i.","Bi¬u hi®n cüa ngß½i · Ğ¾i Gia Trß¶ng quä thñc quá xu¤t s¡c, nhßng ngß¶i cüa Læ Thôn không phäi d­ ğ¯i phó nhß ngß½i nghî ğâu. Hi®n tÕi b÷n chúng lÕi có thêm sñ trş giúp cüa b÷n tà giáo nên càng tr· nên ngang ngßşc. Ngß½i nên ği ra xung quanh ğ¬ rèn luy®n thân thü cüa mình. Mau ği ği, ğ¬ ta th¤y rõ nång lñc cüa ngß½i.","Ngß½i phäi c¦n th§n ğ¤y!","C¯ g¡ng lên! Ta · ğây ch¶ tin t¯t cüa ngß½i!","Th§t không th¬ tin ğßşc, $username$, thân thü cüa ngß½i th§t phi phàm!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1286","V§n chuy¬n lß½ng thäo","Giúp Chß·ng Qu¥y Chş Thanh Thüy Bá chuy¬n mµt ít lß½ng khô cho Trinh Thám Læ Thôn.","Nhæng trinh thám mà l¥n trß¾c ta phái ğªn thåm dò Læ Thôn t× lâu ğã m¤t liên lÕc v¾i ta. Ğây là mµt ít lß½ng khô ta nh¶ ngß½i chuy¬n cho h÷, ğ°ng th¶i nh¶ ngß½i giúp ta thåm dò tình hình.","Nh¾ bäo quän lß½ng khô c¦n th§n, ğ×ng ğ¬ ngß¶i cüa Læ Thôn phát hi®n!","Lß½ng khô mà ta ğßa cho ngß½i không th¬ ğ¬ quá lâu, ngß½i mau ğßa ği ği.","! Thì ra ngß½i là do chß·ng qu¥y phái ğªn, th§t ğa tÕ ngß½i ğã mang lß½ng khô ğªn cho chúng ta.","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1287","ĞÕo T£c Hung Hãn","Giúp thôn dân chş Thanh Thüy Bá tiêu di®t ĞÕo T£c Hung Hãn.","Chş Thanh Thüy Bá là n½i tø h÷p buôn bán cüa thôn dân ba vùng Tr¥n Gia Trang, Ğ¾i Gia Trß¶ng và Læ Thôn, ngña xe qua lÕi vô cùng t¤p n§p. Nhßng cänh tßşng t¤p n¤p này cûng thu hút sñ chú ı cüa b÷n cß¶ng ğÕo. Ta ğang mu¯n tìm ngß¶i giúp tiêu di®t b÷n cß¶ng ğÕo ğó, ngß½i b¢ng lòng gia nh§p v¾i chúng ta không?","B÷n ğÕo t£c này thß¶ng hoÕt ğµng trong r×ng, ngß½i vào ğó tìm chúng s¨ d­ h½n.","Phäi c¦n th§n, b÷n chúng thß¶ng hoÕt ğµng theo nhóm, lÕi hay ¦n n¤p trong r×ng.","V¤t vä cho ngß½i quá, b÷n chúng sau khi b¸ ngß½i giáo hu¤n ğã ít gi· trò h½n trß¾c!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1288","Th×a th¡ng truy kích","Giúp thôn dân chş Thanh Thüy Bá tiêu di®t Hãn Phï Hung Hãn.","Lúc nãy giáo hu¤n b÷n ğÕo t£c ğó th§t là sß¾ng tay! Có ği«u b÷n chúng ğã bö chÕy vào sâu h½n, dß¶ng nhß ğang tri®u t§p thêm bè ğäng. Ta mu¯n th×a th¡ng truy kích tiêu di®t hªt b÷n chúng!","B÷n chúng ch¡c ch¡n là ği tri®u t§p bè ğäng ğªn tß½ng trş r°i, ngß½i phäi c¦n th§n ğ¤y!","Thª nào r°i? Ğã di®t hªt b÷n ğÕo t£c ğó chßa?","Ha ha! B÷n hãn phï ğó ğã b¸ ngß½i tiêu di®t hªt r°i! Ğa tÕ ngß½i, häo kÏ hi®p.","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1289","ĞoÕt lÕi v§t ph¦m","Giúp Chß·ng Qu¥y Chş Thanh Thüy Bá ğoÕt lÕi v§t ph¦m b¸ th¤t lÕc t× tay b÷n Hãn Phï Hung Hãn.","Trß¾c ğây b÷n ğÕo t£c ğã cß¾p mµt s¯ tài sän cüa ta. Chúng ğã ğ£t vào rß½ng, cho ngß¶i canh gác c¦n th§n. Ngß½i phäi hªt sÑc ğ« phòng!","Nhæng v§t ph¦m ğó ğßşc b÷n chúng canh gác r¤t kî, ngß½i nh¾ c¦n th§n ğ×ng làm kinh ğµng chúng!","Thª nào r°i, có tìm th¤y nhæng v§t ph¦m b¸ cß¾p ğó chßa? Ngß½i hãy tìm kî xung quanh ch² cüa b÷n chúng.","Quá t¯t r°i, nhæng v§t này cu¯i cùng ğã tr· v« tay c¯ chü, th§t không biªt phäi ğa tÕ ngß½i nhß thª nào.","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1290","Kích sát Thü Lînh Cß¶ng ĞÕo","Giúp Lão Nhân Chş Thanh Thüy Bá tiêu di®t Thü Lînh Cß¶ng ĞÕo.","Chï có tiêu di®t xong b÷n Thü Lînh Cß¶ng ĞÕo này thì m¾i có th¬ ğem ğªn cho chş Thanh Thüy Bá sñ bình yên. Nhßng b÷n thü lînh này r¤t giäo hoÕt, ği ğªn ğâu cûng có r¤t nhi«u hµ v® ği theo bäo hµ. Vì v§y ngß½i nên dçn theo nhi«u ngß¶i trş giúp thì h½n.","Ğ¬ giúp ngß¶i dân chş Thanh Thüy Bá thoát khöi sñ ğe d÷a cüa b÷n ğÕo t£c thì chï còn cách tiêu di®t b÷n Thü Lînh Cß¶ng ĞÕo, ğánh r¡n phäi ğánh ngay ğ¥u...","Phäi c¦n th§n, h¡n không phäi là kë d­ ğ¯i phó. Ngß½i t¯t nh¤t nên dçn theo mµt s¯ trş thü.","Th§t không d­ dàng, $username$, v¤t vä cho ngß½i quá! Ta thay m£t cho thôn dân chş Thanh Thüy Bá ğa tÕ ngß½i!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1291","Kinh nghi®m tr× phï","Quay v« thông báo cho Lão Nhân Chş Thanh Thüy Bá sau khi ğã giúp ngß¶i dân tiêu di®t b÷n Cß¶ng ĞÕo Hãn Phï.","Chúng ta mu¯n b¡t ğ¥u phän công! Không th¬ ğ¬ cho b÷n hãn phï ğó tiªp tøc hoành hành ! Nªu ngß½i b¢ng lòng, chúng ta r¤t hy v÷ng ngß½i s¨ gia nh§p v¾i chúng ta!","B÷n ğÕo t£c này quä thñc quá hung bÕo, ngß½i phäi hªt sÑc c¦n th§n!","C¯ g¡ng lên! Chúng ta · ğây ch¶ tin t¯t cüa ngß½i!","Anh hùng ğã tr· v«, chúng ta nhi®t li®t chào ğón!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1292","Linh lñc tr× phï","Quay v« thông báo cho Lão Nhân Chş Thanh Thüy Bá sau khi ğã giúp ngß¶i dân tiêu di®t b÷n Cß¶ng ĞÕo Hãn Phï.","Chúng ta mu¯n b¡t ğ¥u phän công! Không th¬ ğ¬ cho b÷n hãn phï ğó tiªp tøc hoành hành ! Nªu ngß½i b¢ng lòng, chúng ta r¤t hy v÷ng ngß½i s¨ gia nh§p v¾i chúng ta!","B÷n ğÕo t£c này quä thñc quá hung bÕo, ngß½i phäi hªt sÑc c¦n th§n!","C¯ g¡ng lên! Chúng ta · ğây ch¶ tin t¯t cüa ngß½i!","Anh hùng ğã tr· v«, chúng ta nhi®t li®t chào ğón!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1293","Danh v÷ng tr× phï","Quay v« thông báo cho Lão Nhân Chş Thanh Thüy Bá sau khi ğã giúp ngß¶i dân tiêu di®t b÷n Cß¶ng ĞÕo Hãn Phï.","Chúng ta mu¯n b¡t ğ¥u phän công! Không th¬ ğ¬ cho b÷n hãn phï ğó tiªp tøc hoành hành ! Nªu ngß½i b¢ng lòng, chúng ta r¤t hy v÷ng ngß½i s¨ gia nh§p v¾i chúng ta!","B÷n ğÕo t£c này quä thñc quá hung bÕo, ngß½i phäi hªt sÑc c¦n th§n!","C¯ g¡ng lên! Chúng ta · ğây ch¶ tin t¯t cüa ngß½i!","Anh hùng ğã tr· v«, chúng ta nhi®t li®t chào ğón!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1294","S½ thám Læ Thôn","Höi thåm tin tÑc t× ch² Lão Nhân Chş Thanh Thüy Bá, tiêu di®t Læ Thôn Hµ V® · c±ng thôn.","Làng lân c§n chúng ta là Læ Thôn, ngß¶i dân Læ Thôn hành sñ ngang ngßşc, ngß¶i dân Thanh Thüy Bá vô cùng cåm ghét. Ta mu¯n nh¶ ngß½i giúp chúng ta thanh tr×ng b÷n h÷, nhßng mu¯n vào Læ Thôn thì phäi qua ğßşc b÷n Læ Thôn Hµ V® · c±ng thôn. $username$, ngß½i phäi c¦n th§n ğ¤y!","Ngß½i nên c¦n th§n, b÷n chúng không phäi là ngß¶i biªt lı l¨ ğâu.","Ngß¶i dân Læ Thôn ai cûng hung hång vô l­, ngß½i nên c¦n th§n!","Ha ha, b÷n ngß¶i không xem ai ra gì ğó hôm nay ğã ğßşc lînh giáo sñ lşi hÕi cüa ngß½i r°i!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1295","Lß½ng thäo Læ Thôn","Giúp thôn dân Thanh Thüy Bá tiêu di®t Læ Thôn Tinh Binh.","$username$, m¤y hôm trß¾c ta thåm dò ğßşc tin thôn dân Læ Thôn ğang rèn binh khí, dß¶ng nhß ğang có âm mßu ğ¯i v¾i chúng ta. Ta mu¯n nh¶ ngß½i ğªn Læ Thôn thåm dò mµt chuyªn, xem thñc hß ra sao.","Phäi c¦n th§n! Ngß¶i Læ Thôn v¯n r¤t hung hång.","Quân s¯ cüa chúng r¤t ğµng, ngß½i phäi hªt sÑc c¦n th§n!","Quä nhiên nhß v§y, b÷n chúng ğang rèn binh khí ğ¬ chu¦n b¸ t§p kích. Cûng may ta ğã nh¶ ngß¶i ği thåm dò.","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1296","Bí m§t Læ Thôn","Giúp thôn dân Thanh Thüy Bá tiêu di®t ngß¶i hu¤n luy®n tinh binh là Læ TÑ và hµ v® cüa h¡n.","Xem ra Læ Thôn ğang âm th¥m chu¦n b¸ binh mã, rõ ràng không có ı t¯t, nhßng ğ¬ biªt rõ h½n, tôi mµt l¥n næa ğã mÕo hi¬m phái ngß¶i ği thåm dò và biªt ğßşc ngß¶i có nhi®m vø hu¤n luy®n tinh binh là H° ly kim ğ¥u - Læ TÑ, tiªp c§n h¡n r¤t khó vì xung quanh h¡n lúc nào cûng có hµ v® bäo hµ, ngß¶i mu¯n tiêu di®t h¡n thì phäi hªt sÑc ğ« phòng.","Læ TÑ không phäi là kë t¥m thß¶ng, ngß¶i t¯t nh¤t nên tri®u t§p thêm mµt s¯ ğÕo hæu cùng ği thì h½n.","Hành ğµng l¥n này r¤t quan tr÷ng, ngß¶i phäi suy xét cho kî, ğ×ng ğánh r¡n ğµng cö.","Ha ha!L¥n t¤n công này cüa ngß¶i ¡t hÆn ğã khiªn b÷n chúng t±n th¤t r¤t l¾n, m¤t ği mµt mãnh tß¾ng!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1297","Thâm nh§p cñu trÕi","Giúp Trinh Thám Læ Thôn thâm nh§p vào Læ Thôn Cñu TrÕi ğ¬ tìm hi¬u nhæng vi®c có liên quan trß¾c kia giæa Læ Thôn và Ğ¾i Gia Trß¶ng.","Ğ¸a mÕch cüa Læ Thôn và Ğ¾i Gia Trß¶ng v¯n có quan h® tß½ng kh¡c v¾i nhau, phong thüy không hşp, ğ¸a mÕch cüa Ğ¾i Gia Trß¶ng ğã khiªn ğ¸a mÕch cüa Læ Thôn b¸ t±n th¤t, phäi chuy¬n t× Cñu trÕi ğªn Tân trÕi, vì v§y l¥n này chúng ğ¸nh hşp lñc v¾i Tr¥n Gia Trang ğánh bÕi Ğ¾i Gia Trß¶ng, khôi phøc ğ¸a mÕch. Mu¯n biªt rõ h½n chï còn cách thâm nh§p vào Læ Thôn Cñu TrÕi tìm hi¬u.","Læ Thôn Cñu TrÕi canh phòng nghiêm ng£t, ngß½i ği mµt mình nh¾ c¦n th§n!","Nh¤t thiªt phäi c¦n th§n, l¥n này ngß½i thâm nh§p quá sâu vào Læ Thôn, không ai có th¬ ğªn trş giúp, m÷i thÑ ğªu phäi dña vào bän thân!","Th§t v¤t vä cho ngß½i quá! Ngß½i ğã giúp ğŞ cho chúng ta r¤t nhi«u! Ta th§t không biªt phäi ğ«n ½n ngß½i nhß thª nào.","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1298","Truy tìm nguyên nhân","Truy tìm hành tung cüa Thê TØ Ngøy Thanh t× ch² Trinh Thám Læ Thôn.","Trß¾c ğây ta có g£p Thê TØ Ngøy Thanh trong Læ Thôn Cñu TrÕi, chï nhìn th¤y mà chßa k¸p nói gì. Cô nß½ng ¤y dß¶ng nhß ğang có chuy®n gì g¤p, ngß½i có th¬ ğªn tìm cô nß½ng ¤y ğ¬ biªt rõ h½n tình hình cüa Læ Thôn.","Có l¨ cô nß½ng ¤y ğang · trong Læ Thôn Cñu TrÕi, ngß½i thØ ği tìm xem.","Ai phái ngß½i ğªn ğây tìm ta?","À! Thì ra ngß½i cûng là huynh ğ® t¯t cüa Ğ¾i Gia Trß¶ng, may quá! May quá!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1299","Phän kích Læ Thôn","Phän kích Læ Thôn, dÕy cho b÷n ngß¶i Ö thª hiªp ngß¶i ğó mµt bài h÷c.","Sñ hung bÕo cüa Læ Thôn m÷i ngß¶i ğ«u biªt, thôn dân Læ Thôn Ö có sñ trş giúp cüa nhân sî tà giáo nên vô cùng ngang ngßşc, thß¶ng hà hiªp thôn dân Thanh Thüy Bá và Ğ¾i Gia Trß¶ng. Chúng ta không th¬ tiªp tøc nhçn nh¸n næa, phäi phän công thôi!","B÷n ngß¶i này r¤t hung ác, ngß¶i phäi hªt sÑc c¦n th§n ğ¤y!","C¯ g¡ng lên! Chúng ta · ğây ch¶ tin t¯t cüa ngß¶i!","Anh hùng ğã tr· v«, chúng ta nhi®t li®t chào ğón!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1300","Phän kích Læ Thôn","Phän kích Læ Thôn, dÕy cho b÷n ngß¶i Ö thª hiªp ngß¶i ğó mµt bài h÷c.","Sñ hung bÕo cüa Læ Thôn m÷i ngß¶i ğ«u biªt, thôn dân Læ Thôn Ö có sñ trş giúp cüa nhân sî tà giáo nên vô cùng ngang ngßşc, thß¶ng hà hiªp thôn dân Thanh Thüy Bá và Ğ¾i Gia Trß¶ng. Chúng ta không th¬ tiªp tøc nhçn nh¸n næa, phäi phän công thôi!","B÷n ngß¶i này r¤t hung ác, ngß¶i phäi hªt sÑc c¦n th§n ğ¤y!","C¯ g¡ng lên! Chúng ta · ğây ch¶ tin t¯t cüa ngß¶i!","Anh hùng ğã tr· v«, chúng ta nhi®t li®t chào ğón!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1301","Phän kích Læ Thôn","Phän kích Læ Thôn, dÕy cho b÷n ngß¶i Ö thª hiªp ngß¶i ğó mµt bài h÷c.","Sñ hung bÕo cüa Læ Thôn m÷i ngß¶i ğ«u biªt, thôn dân Læ Thôn Ö có sñ trş giúp cüa nhân sî tà giáo nên vô cùng ngang ngßşc, thß¶ng hà hiªp thôn dân Thanh Thüy Bá và Ğ¾i Gia Trß¶ng. Chúng ta không th¬ tiªp tøc nhçn nh¸n næa, phäi phän công thôi!","B÷n ngß¶i này r¤t hung ác, ngß¶i phäi hªt sÑc c¦n th§n ğ¤y!","C¯ g¡ng lên! Chúng ta · ğây ch¶ tin t¯t cüa ngß¶i!","Anh hùng ğã tr· v«, chúng ta nhi®t li®t chào ğón!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1302","Hái quä ån tÕm","Tìm mµt ít quä cho Thê TØ Ngøy Thanh ğ¬ giúp vßşt qua c½n ğói.","Ta ğói l¡m, ta ğªn n½i này thåm dò tin tÑc cüa Ğång Bình Tiên TØ Ğ¾i Tß½ng Anh ğã lâu l¡m r°i. $username$, ngß½i có th¬ giúp ta tìm mµt ít quä ån ğŞ dÕ không?","Ta th§t sñ r¤t ğói, ngß½i nhanh mµt chút ği.","Ta ğói l¡m r°i, ngß½i mau mau lên ği, quä r×ng chï c¥n ği xung quanh hái là ğßşc r°i.","Ğa tÕ ngß½i ğã giúp ta, bây gi¶ ta khöe nhi«u r°i, tinh th¥n cûng cäm th¤y tïnh táo h½n!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1303","Hi®p næ g£p nÕn","Giúp Thê TØ Ngøy Thanh tiêu di®t Loa Ty Loan Thü V®.","$username$, m¤y ngày trß¾c có mµt næ hi®p ğ½n thân xông vào Læ Thôn, b¸ kiªm tiên do trang chü m¶i ğªn b¡t giæ, giam tÕi Thüy Lao Loa Ty Loan, ngß½i có biªt vi®c này không? Ta v¯n ğ¸nh ğªn ğó thåm dò tình hình, nhßng n½i ¤y canh phòng nghiêm ng£t, có thü v® canh gác r¤t khó tiªp c§n. Ngß½i có th¬ giúp ta tiêu di®t ğám thü v® này ğ¬ d­ b« hành ğµng v« sau không?","Loa Ty loan là mµt nhà ngøc canh phòng nghiêm ng£t, ngß½i phäi hªt sÑc c¦n th§n ğ×ng làm kinh ğµng ngß¶i xung quanh.","Hãy c¦n th§n! R¤t nhi«u kÏ hi®p cüa chúng ta b¸ b¡t vào trong ¤y thì không còn s¯ng sót ğ¬ quay tr· ra næa, ngß½i không ğßşc xem thß¶ng!","Th§t là lo cho ngß½i quá, n½i ğó quä thñc r¤t nguy hi¬m, cûng may ngß½i không b¸ thß½ng!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
"1304","Ğµt kích Thüy Lao","Giúp Thê TØ Ngøy Thanh tiêu di®t Loa Ty Loan ngøc t¯t.","$username$, theo nhß l¶i ngß½i nói thì Loa Ty Loan canh phòng nghiêm ng£t nhß v§y, có th¬ có cä Læ Tam, ğ¥u møc cüa Læ Thôn Cñu TrÕi canh gác bên trong. L¥n này ngß½i hãy c¦n thân thâm nh§p mµt l¥n næa, tiêu di®t b÷n ngøc t¯t canh giæ næ hi®p trong Thüy Lao.","L¥n này ngß½i phäi c¦n th§n, l¥n trß¾c hành ğµng ğã kinh ğµng ğªn b÷n chúng, có l¨ b÷n chúng s¨ phái thêm ngß¶i canh gác.","Phäi hªt sÑc c¦n th§n! Ta không mu¯n ngß½i có gì b¤t tr¡c ğâu!","Khá l¡m, $username$! Không ng¶ thân thü ngß½i lÕi cao nhß v§y, th§t khiªn ta khâm phøc!","Không sao, vçn còn có l¥n sau mà","","","","","","",""
