基本,,,,,,,,,,,属性,,,,,,,,,,,,,,,,,,,,,,,给予,给予,00,,,,,,,,,,,,,其他,,,,,,,,,小宠物专用,小宠物/战斗宠物,属于哪一个城战区,,,,,1,,
编号,名字,名字,类型,鼠标选择,类型细分,模型ID,可否被玩家攻击,可驯服类型,资源类型,尸体存在时间,等级,掉落金装是否广播,精英比率,伤害比率,头衔,血条层数,效果免疫,技能免疫,血值,魔法,攻击,伤害,闪避率,防御,默认普通攻击,,技能,宠物技能(包括战斗宠物和傀儡),元素伤害,元素防御,攻击距离,移动速度,攻击速度,经验,灵力,金钱,金钱掉落几率,掉落类型,掉落道具,颜色概率,掉落道具等级调整,独立掉落道具,独立颜色概率,独立掉落道具等级调整,独立掉落率,固定掉落数量,随机坐标,地图坐标,功能,默认对话,可接受的任务,可完成的任务,关联任务,传送点,辅助技能,所属势力,声望奖励,对应增益性buf,适合的食物,居住地,离开视野缓存,NPC相对性,随从开关,是否显示附近NPC,是否可在SpcBoss中查找,SpcBoss中的详细描述(xml文件地址),备注(Npc简单描述)
4832,黑马熊守卫,$L:npc_4396$,1,3,,4396,1,,,100,40,,3,2,1,,,,5133,120,0,244,15,731,1126,,,,,256;256;256;256;256,200,200,3,765,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
4833,雷气罩,$L:npc_4833$,1,0,,4636,1,,,0,40,,10,,1,,100,,17111,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,欧美妙一夫人,$L:npc_4420$,1,3,,4420,0,,,100,48,,,,,,,,2513,120,0,169,48,861,20,,,,,861;861;861;861;861,60,120,3,295,49,6000,0.5,1,,,,,,,,,,1363;-436;1,talk;task;,talk/npc_talk_4420.xml,1204;1205;1206;1212;1234;1236;490;1337;1338,1198;1204;1205;1206;1212;1234;490;1337;1338,,,,,,,,,,,,,,,
4835,李英琼,$L:npc_4435$,1,3,,504,0,,,100,45,,,,0,,,,2187,120,0,150,45,813,20,,,,,813;813;813;813;813,60,120,3,280,47,5600,0.5,,,,,,,,,,,,talk;,talk/npc_talk_4435.xml,,,,,,,,,,,,,,,,,
4836,鬼灵,$L:npc_4836$,1,3,,4637,1,,,600,60,,280,2.2,1,0.3,2;3;4,,1167075,0,0,4076,19,1056,20,,"1245,1;1246,1",,,1056;1056;1056;1056;1056,60,120,3,99400,16567,2016000,0.5,6,5024;5027,0.1;0;0;,"0,0;0,0",5648,0;0;0;0;0;0;0;,"0,0",0.1,,,2402;-412;1,,,,,1343;1348;863;884;1683;,,,,"33,55",,,,,,,,,,
4837,千年老蝎,$L:npc_4837$,1,3,,4638,1,,,600,60,,320,2.2,1,0.3,2;3;4,,1333800,0,0,4076,19,1056,20,,"1247,1;1248,1",,,1056;1056;1056;1056;1056,60,120,3,113600,18933,2304000,0.5,6,5027;5026,0.1;0;0;,"0,0;0,0",5610;5640;5648,0;0;0;0;0;0;0;,"0,0;0,0;0,0",0.005;0.0025;0.1,,,2402;-412;1,,,,,1339;1348;1683;,,,,"33,70",,,,,,,,,,
4838,万年火蛛,$L:npc_4838$,1,3,,4639,1,,,600,60,,320,2.2,1,0.3,2;3;4,,1333800,0,0,4076,19,1056,20,,"1249,1;1250,1",,,1056;1056;1056;1056;1056,60,120,3,113600,18933,2304000,0.5,6,5022;5023,0.1;0;0;,"0,0;0,0",5641;5611;5648,0;0;0;0;0;0;0;,"0,0;0,0;0,0",0.0025;0.005;0.1,,,2402;-412;1,,,,,1340;1348;1683;1770,,,,"33,70",,,,,,,,,,
4839,魔战机甲,$L:npc_4839$,1,3,,4640,1,,,600,60,,350,2.2,1,0.3,2;3;4,,1458844,0,0,4076,19,1056,20,,"1251,1;1253,1",,,1056;1056;1056;1056;1056,60,120,3,124250,20708,2520000,0.5,6,5025;5020;5637;,0.1;0;0;,"0,0;0,0;0,0",5648,0;0;0;0;0;0;0;,"0,0",0.1,,,2402;-412;1,,,,,1341;1348;1683;,,,,"33,85",,,,,,,,,,
4840,巨毒文蛛,$L:npc_4840$,1,3,,4641,1,,,600,62,,400,2.2,1,0.3,2;3;4,,1778126,0,0,4289,19,1089,20,,"1254,1",,,1089;1089;1089;1089;1089,60,120,3,146000,24333,2960000,0.5,6,5020;5021;5638;,0.1;0;0;,"0,0;0,0;0,0",5612;5639;5648,0;0;0;0;0;0;0;,"0,0;0,0;0,0",0.005;0.0025;0.1,,,2402;-412;1,,,,,1342;1683;1770,,,,"33,100",,,,,,,,,,
4841,冰芒蝎,$L:npc_4841$,1,3,,4642,1,,,100,60,,8,6,1,,,,33345,0,0,1544,19,1056,20,,,,,1056;1056;1056;1056;1056,60,120,3,2840,473,57600,0.5,4,5023;,0.1;0;0;,"0,0;",5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,1344;1348;1683;,,,,"33,1",,,,,,,,,,
4842,火焰蛛,$L:npc_4842$,1,3,,4643,1,,,100,60,,8,6,1,,,,33345,0,0,1544,19,1056,20,,,,,1056;1056;1056;1056;1056,60,120,3,2840,473,57600,0.5,4,5026;,0.1;0;0;,"0,0;",5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,1344;1348;1683;,,,,"33,1",,,,,,,,,,
4843,琉璃蝎偶,$L:npc_4843$,1,3,,4644,1,,,100,60,,8,6,1,,,,33345,0,0,1544,19,1056,1255,,,,,1056;1056;1056;1056;1056,250,120,3,2840,473,57600,0.5,4,5024;,0.1;0;0;,"0,0;",5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,1344;1348;863;1683;,,,,"33,1",,,,,,,,,,
4844,黄铜蛛偶,$L:npc_4844$,1,3,,4645,1,,,100,60,,8,6,1,,,,33345,0,0,1544,19,1056,20,,,,,1056;1056;1056;1056;1056,60,120,3,2840,473,57600,0.5,4,5027;,0.1;0;0;,"0,0;",5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,1344;1348;863;1683;,,,,"33,1",,,,,,,,,,
4845,吕村冤魂,$L:npc_4845$,1,3,,4565,1,,,100,60,,8,6,1,,,,33345,0,0,1544,20,1056,20,,,,,1008;1008;1008;1008;1008,60,120,3,2840,473,57600,0.5,4,5025;,0.1;0;0;,"0,1;",5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,1343;1348;863;1683;,,,,"33,1",,,,,,,,,,
4846,鬼灵护卫,$L:npc_4846$,1,3,,4568,1,,,100,60,,8,6,1,,,,33345,0,0,1544,21,1056,20,,,,,1008;1008;1008;1008;1008,60,120,3,2840,473,57600,0.5,4,5022;,0.1;0;0;,"0,1;",5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,1343;1348;863;1683;,,,,"33,1",,,,,,,,,,
4847,文蛛洞出口守卫,$L:npc_4847$,1,3,,45,0,,,100,60,,3.5,3,1,,,,3440,0,0,228,31,569,20,,,,,600;600;600;600;600,60,0,3,718,120,14700,0.5,,,,,,,,,,,2402;-412;1,,talk/npc_talk_4847.xml,,,,,,,,,,,,,,,,,
4848,文蛛洞入口守卫,$L:npc_4848$,1,3,,45,0,,,100,60,,3.5,3,1,,,,3440,312,0,228,31,569,20,,,,,600;600;600;600;600,60,0,3,718,120,14700,0.5,,,,,,,,,,,2402;-412;1,,talk/npc_talk_4848.xml,,,,,,,,,,,,,,1,,,
4849,文蛛区传送石,$L:npc_4849$,1,3,,4424,0,,,100,60,,10,5,1,,,,0,0,0,9263,59,1056,20,,,,,1056;1056;1056;1056;1056,60,0,3,355,59,7200,0.5,,,,,,,,,,,2402;-412;1,talk;traffic,,,,,51,,,,,,,,,,,,,
4850,文蛛区传送石,$L:npc_4850$,1,3,,4424,0,,,100,60,,10,5,1,,,,0,0,0,9263,59,1056,20,,,,,1056;1056;1056;1056;1056,60,0,3,355,59,7200,0.5,,,,,,,,,,,2402;-412;1,talk;traffic,,,,,52,,,,,,,,,,,,,
4851,章鱼炮台,$L:npc_4851$,1,3,,4633,1,,,100,60,,5,3.3,1,,,,20841,0,0,1132,59,1056,1206,,,,,1056;1056;1056;1056;1056,350,150,4,355,59,,,,,,,5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4852,巡逻护卫,$L:npc_4852$,1,3,,4559,1,,,100,61,,5,6.5,1,,,,21527,0,0,1727,59,1073,20,,,,,1073;1073;1073;1073;1073,60,150,3,360,60,,,,,,,5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4853,巡逻护卫,$L:npc_4853$,1,3,,4559,1,,,100,61,,5,6.5,1,,,,21527,0,0,1727,59,1073,20,,,,,1073;1073;1073;1073;1073,60,150,3,360,60,,,,,,,5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4854,巡逻护卫,$L:npc_4853$,1,3,,4559,1,,,100,61,,5,6.5,1,,,,21527,0,0,1727,59,1073,20,,,,,1073;1073;1073;1073;1073,60,150,3,360,60,,,,,,,5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4855,巡逻护卫,$L:npc_4853$,1,3,,4559,1,,,100,61,,5,6.5,1,,,,21527,0,0,1727,59,1073,20,,,,,1073;1073;1073;1073;1073,60,150,3,360,60,,,,,,,5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4856,巡逻护卫,$L:npc_4853$,1,3,,4559,1,,,100,61,,5,6.5,1,,,,21527,0,0,1727,59,1073,20,,,,,1073;1073;1073;1073;1073,60,150,3,360,60,,,,,,,5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4857,巡逻蝙蝠,$L:npc_4857$,1,3,,4320,1,,,100,61,,5,6.5,1,,,,21527,0,0,1727,19,1073,20,,,,,1073;1073;1073;1073;1073,60,150,3,1800,300,,,,,,,5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4858,巡逻蝙蝠,$L:npc_4858$,1,3,,4320,1,,,100,61,,5,6.5,1,,,,21527,0,0,1727,19,1073,20,,,,,1073;1073;1073;1073;1073,60,150,3,1800,300,,,,,,,5648,0;0;0;0;0;0;0;,"0,0",0.05,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4859,魔斗蝎,$L:npc_4859$,1,3,,4642,1,,,100,60,,3,2,1,,,,12504,0,0,515,19,1056,20,,,,,1056;1056;1056;1056;1056,60,120,3,1065,178,21600,0.5,1,5023;,0.1;0;0;,"0,0;",,,,,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4860,自爆蜘蛛卵,$L:npc_4860$,1,3,,4463,1,,,100,60,,0.5,8,1,,,,2084,120,0,2058,19,1056,20,,"1171,0;",,,1056;1056;1056;1056;1056,0,0,3,178,30,0,0,,,,,,,,,,,2402;-412;1,,,,,,,,,,,,,,,,,,,
4861,血蛛,$L:npc_4861$,1,3,,4645,1,,,600,60,,3,2,1,,,,12504,0,0,3705,19,1056,20,,"1175,1;",,,1056;1056;1056;1056;1056,60,150,3,1065,178,0,1,5,,1;0;0;,,,,,,,,2402;-412;1,,,,,,,,,,,,,,,,1,,,
4862,魔斗蝎,$L:npc_4859$,1,3,,4642,1,,,100,60,,0.5,1,1,,,,2084,0,0,257,19,1056,20,,,,,1056;1056;1056;1056;1056,60,120,3,178,30,3600,0.5,1,5023;,0.1;0;0;,"0,0;",,,,,,,2402;-412;1,,,,,,,,,,,,,,,,1,,,
4863,吕村守墓人（通用）,$L:npc_4863$,1,3,,4467,0,,,100,60,,,,0,,,,4168,120,0,257,59,1056,20,,,,,1056;1056;1056;1056;1056,60,120,3,355,59,7200,0.5,,,0.1;0;0;,,,,,,,,2730;-357;1,talk;shop;tptc;task,talk/npc_talk_4447.xml,1343;1344;1339;1340;1341;1342;1345;1346;1348;,1343;1344;1339;1340;1341;1342;1345;1346;1348;,,,,,,,,,,,,1,,,
4864,吕村守墓人（欧美）,$L:npc_4863$,1,3,,4467,0,,,100,60,,,,0,,,,4168,120,0,257,59,1056,20,,,,,1056;1056;1056;1056;1056,60,120,3,355,59,7200,0.5,,,0.1;0;0;,,,,,,,,2730;-357;1,talk;shop;tptc;task,talk/npc_talk_4447.xml,1343;1344;1339;1340;1341;1342;493;494;1348;,1343;1344;1339;1340;1341;1342;1345;493;494;1348;,,,,,,,,,,,,,,,
4865,莽苍山声望商人,$L:npc_4447$,1,3,,120,0,,,100,15,,,,0,,,,378,120,0,33,18,325,20,,,,,325;325;325;325;325,60,120,3,130,22,2600,0.5,,,0.1;0;0;,,,,,,,,1364;-453;1,talk;shop;tptc;task;,talk/npc_talk_4447.xml,,,,,,,,,,,,,,,,,
4866,象魔精英弟子,$L:npc_4866$,1,3,,4394,1,,,100,10,,1.2,1.2,1,,,,292,120,0,27,14,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,105,18,00,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4867,象魔精英弟子,$L:npc_4867$,1,3,,4394,1,,,100,20,,1.2,1.2,1,,,,653,120,0,55,23,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,155,26,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4868,象魔精英弟子,$L:npc_4868$,1,3,,4394,1,,,100,25,,1.2,1.2,1,,,,894,120,0,72,27,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,180,30,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4869,象魔精英弟子,$L:npc_4869$,1,3,,4394,1,,,100,30,,1.2,1.2,1,,,,1179,120,0,91,32,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,205,34,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4870,象魔精英弟子,$L:npc_4870$,1,3,,4394,1,,,100,35,,1.2,1.2,1,,,,1575,120,0,117,36,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,230,38,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4871,象魔精英弟子,$L:npc_4871$,1,3,,4394,1,,,100,40,,1.2,1.2,1,,,,2053,120,0,146,41,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,255,43,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4872,象魔精英弟子,$L:npc_4872$,1,3,,4394,1,,,100,45,,1.2,1.2,1,,,,2624,120,0,180,45,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,280,47,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4873,象魔精英弟子,$L:npc_4873$,1,3,,4394,1,,,100,50,,1.2,1.2,1,,,,3299,120,0,218,50,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,305,51,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4874,象魔精英弟子,$L:npc_4874$,1,3,,4394,1,,,100,60,,1.2,1.2,1,,,,5002,120,0,309,59,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,355,59,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4875,象魔精英弟子,$L:npc_4875$,1,3,,4394,1,,,100,70,,1.2,1.2,1,,,,6804,120,0,420,68,1000000,20,,,,,20000;20000;20000;20000;20000,60,120,3,405,68,,,,,,,5613,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4876,湿婆象魔,$L:npc_4876$,1,3,,4397,1,,,600,65,,10,3,1,,,,100000,120,0,1500,19,25000,20,,,,,1500;1500;1500;1500;1500,60,120,3,3800,633,,,5,5020;5021;5003;5004,0.1;0;0;,"0,0;0,0;0,0;0,0;",5614,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4877,魔人.缇摩羅斯,$L:npc_4877$,1,3,,2913,1,,,100,75,,20,0.8,1,,2;3;4,,2000000,120,0,3750,72,50000,20,,"4403,1;4404,1",,,2000;2000;2000;2000;2000,100,120,3,8600,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,青龙魔煞宝箱,$L:npc_4878$,2,3,,114,0,,,0,5,,,,0,,,,114,120,0,10,9,72,20,,,,,72;72;72;72;72,60,120,3,80,13,,,,,,,5616,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4879,朱雀魔煞宝箱,$L:npc_4879$,2,3,,114,0,,,0,5,,,,0,,,,114,120,0,10,9,72,20,,,,,72;72;72;72;72,60,120,3,80,13,,,,,,,5617,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4880,白虎魔煞宝箱,$L:npc_4880$,2,3,,114,0,,,0,5,,,,0,,,,114,120,0,10,9,72,20,,,,,72;72;72;72;72,60,120,3,80,13,,,,,,,5615,0;0;0;0;0;0;0;,"0,0;",1,,,,,,,,,,,,,,,,,,,,,,
4881,玄龟魔煞宝箱,$L:npc_4881$,2,3,,114,0,,,0,5,,,,0,,,,114,120,0,10,9,72,20,,,,,72;72;72;72;72,60,120,3,80,13,,,5,5020;5021,0.05;0;0;,"0,0;0,0;",,,,,,,,,,,,,,,,,,,,,,,1,,,
4882,天罪魔煞宝箱,$L:npc_4882$,2,3,,114,0,,,0,5,,,,0,,,,114,120,0,10,9,72,20,,,,,72;72;72;72;72,60,120,3,80,13,100000000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
4883,竞技场掌柜,$L:npc_4883$,1,3,,4601,0,,,100,15,,,,0,,,,378,120,0,33,18,325,20,,,,,325;325;325;325;325,60,120,3,130,22,2600,0.5,,,0.1;0;0;,,,,,,,,,talk;shop,talk/npc_talk_108.xml,,,,,,,,,,,,,,1,,,
4884,掌柜,$L:npc_4884$,1,3,,110,0,,,100,15,,,,0,,,,378,120,0,33,18,325,20,,,,,325;325;325;325;325,60,120,3,130,22,2600,0.5,,,0.1;0;0;,,,,,,,,,talk;shop,talk/npc_talk_108.xml,,,,,,,,,,,,,,1,,,
4885,小和尚,$L:npc_4885$,1,3,,805,0,,,100,20,,,,0,,,,545,120,0,46,23,406,20,,,,,406;406;406;406;406,60,120,3,155,26,3200,0.5,,,,,,,,,,,131;540;1,talk;task;,talk/npc_talk_4885.xml,900;,,,,,,,,,1,,,,1,,,
4886,难大师,$L:npc_4886$,1,3,,651,0,,,100,63,,,,0,,,,4588,120,0,283,61,1105,20,,,,,1105;1105;1105;1105;1105,60,120,3,370,62,7400,0.5,,,,,,,,,,,136;485;1,talk;task;,talk/npc_talk_4886.xml,,900;,,,,,,,,,,,,1,,,
4887,白鹰使者,$L:npc_4887$,1,3,,608,0,,,100,20,,10,2,1,,,,5445,120,0,647,23,406,20,,,,,406;406;406;406;406,60,120,3,155,26,3200,0.5,,,,,,,,,,,138;492;1,talk;task,talk/npc_talk_4887.xml,901;,901;,,,,,,,,,,,,1,,,
4888,白鹰使者,$L:npc_4888$,1,3,,608,0,,,100,60,,10,2,1,,,,41681,120,0,3705,59,1056,20,,,,,1056;1056;1056;1056;1056,60,120,3,355,59,7200,0.5,,,,,,,,,,,180;-512;1,talk;task,talk/npc_talk_4887.xml,902;,902;,,,,,,,,,,,,1,,,
4889,圣诞老人,$L:npc_4889$,1,3,,4520,0,,,100,80,,,,0,,,,7478,120,0,462,77,1381,20,,,,,1381;1381;1381;1381;1381,60,120,3,455,76,9200,0.5,,,,,,,,,,,,talk;task;,talk/npc_talk_4889.xml,711;,711;,,,,,,,,,,,,1,,,
4890,圣诞老人,$L:npc_4890$,1,3,,4520,0,,,100,80,,,,0,,,,7478,120,0,462,77,1381,20,,,,,1381;1381;1381;1381;1381,60,120,3,455,76,9200,0.5,,,,,,,,,,,,talk;task;,talk/npc_talk_4890.xml,712;,712;,,,,,,,,,,,,1,,,
4891,圣诞老人,$L:npc_4890$,1,3,,4520,0,,,100,80,,,,0,,,,7478,120,0,462,77,1381,20,,,,,1381;1381;1381;1381;1381,60,120,3,455,76,9200,0.5,,,,,,,,,,,,talk;task;,talk/npc_talk_4890.xml,713;,713;,,,,,,,,,,,,1,,,
4892,铁匠,$L:npc_287$,1,3,,117,0,,,100,10,,,,0,,,,213,120,0,17,14,225,20,,,,,225;225;225;225;225,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,268;-503;1,talk;shop;identify;smithing;life_skill;task;,talk/npc_talk_287.xml,1790;1791,1790;1791,,,12;15;,,,,,1,,,,,,,
4893,李半仙(大陆),$L:npc_433$,1,3,,38,0,,,100,30,,,,0,,,,983,600,0,76,32,569,20,,"1133,0.1",,,569;569;569;569;569,60,120,3,205,34,4200,0.5,,,0.3;0;0;,,,,,,,,279;-523;1,talk;registerequip;shop;task,talk/npc_talk_433.xml,510;829;894;895;896;861;1678;1679;1680;1681;1699,510;829;856;857;858;894;895;896;861;1678;1679;1680;1681;1699,,,,,,,,,,,,,,,
4894,银英蛇匪头目,$L:npc_4539$,1,3,,4539,1,,,900,16,,60,1.5,2,,,,24522,120,0,348,19,341,1101,,,,,341;341;341;341;341,300,120,3,8100,1350,168000,0.5,7,501;701;,0.05;0;0;,"2,4;-1,1;",6010,0;0;0;0;0;0;0;,"0,0;",0.13,,,65;-50;1,,,,,,,,,,,,,,,,,,,
4895,银英强盗匪兵,$L:npc_4540$,1,3,,4540,1,,,900,10,,30,1.5,2,,,,7290,120,0,196,19,244,20,,,,,113;113;113;113;113,60,120,3,105,18,2200,0.5,7,500;300;600;400;700;,0.05;0;0;,"4,6;3,5;2,4;1,3;0,2;",,,,,,,70;123;1,,,,,,,,,,,,,,,,,,,
4896,银英纨绔子弟,$L:npc_4541$,1,3,,4541,1,,,900,23,,90,1.5,2,,,,59458,120,0,613,21,455,20,,,,,455;455;455;455;455,60,120,3,15300,2550,306000,0.5,7,302,0.1;0;0;,"-1,1",6021,0;0;0;0;0;0;0;,"0,0",0.13,,,373;-696;1,,,,,,,,,,,,,,,,,,,
4897,银英采花贼,$L:npc_4542$,1,3,,4542,1,,,900,26,,200,3,2,,,,157936,120,0,1533,22,504,20,,,,,504;504;504;504;504,60,120,3,37000,6167,760000,0.5,7,502;602;702;802;902,0.1;0;0;,"0,0;0,0;0,0;0,0;0,0",6022,0;0;0;0;0;0;0;,"0,0",0.13,,,-160;-569;1,,,,,,,,,,,,,,,,,,,
4898,银英武僧金钢,$L:npc_4543$,1,3,,4543,1,,,900,29,,240,3,2,,,,223728,120,0,1906,23,553,20,,,,,553;553;553;553;553,60,120,3,48000,8000,960000,0.5,7,202;302;402;802;902,0.1;0;0;,"0,0;0,0;0,0;0,0;0,0",6022,0;0;0;0;0;0;0;,"0,0",0.13,,,-259;-314;1,,,,,,,,,,,,,,,,,,,
4899,银英机关人,$L:npc_4544$,1,3,,4544,1,,,900,33,,270,3,2,,,,316656,120,0,2326,24,618,20,,,,,618;618;618;618;618,60,120,3,59400,9900,1188000,0.5,7,503;603;703;803;903,0.1;0;0;,"0,0;0,0;0,0;0,0;0,0",6023,0;0;0;0;0;0;0;,"0,0",0.13,,,-287;-932;1,,,,,,,,,,,,,,,,,,,
4900,银英林掌黑熊,$L:npc_4545$,1,3,,4545,1,,,900,37,,300,3,2,,,,438967,120,0,2722,25,683,20,,,,,683;683;683;683;683,60,120,3,72000,12000,1440000,0.5,7,503;603;703;803;903,0.1;0;0;,"0,0;0,0;0,0;0,0;0,0",6024,0;0;0;0;0;0;0;,"0,0",0.13,,,-985;-840;1,,,,,,,,,,,,,,,,,,,
4901,银英魔宫爪牙,$L:npc_4546$,1,3,,4546,1,,,900,40,,330,3,2,,,,564671,120,0,3038,26,731,20,,,,,731;731;731;731;731,60,120,3,84150,14025,1716000,0.5,7,203;303;403;803;903,0.1;0;0;,"0,0;0,0;0,0;0,0;0,0",6024,0;0;0;0;0;0;0;,"0,0",0.13,,,-1202;-1323;1,,,,,934,,,,,,,,,,,,,,
4902,银英青螺山幻魔者,$L:npc_4547$,1,3,,4547,1,,,900,44,,360,3,2,,,,750683,120,0,3484,27,796,20,,,,,796;796;796;796;796,60,120,3,99000,16500,2016000,0.5,7,504;604;704;804;904,0.1;0;0;,"0,0;0,0;0,0;0,0;0,0",4510,0;0;0;0;0;0;0;,"0,0",0.1,,,-1000;-1849;1,,,,,934,,,,,,,,,,,,,,
4903,银英山魈战士,$L:npc_4548$,1,3,,4548,1,,,900,47,,390,3,2,,,,936363,120,0,3838,27,845,20,,,,,845;845;845;845;845,60,120,3,113100,18850,2262000,0.5,7,504;604;704;804;904,0.1;0;0;,"0,0;0,0;0,0;0,0;0,0",5016;6026,0;0;0;0;0;0;0;,"0,0;0,0;",1;0.13,,,1067;-444;1,,,,,934,,,,,,,,,,,1,,,
4904,银英绿树鬼灵,$L:npc_4549$,1,3,,4549,1,,,900,49,,420,3,2,,,,1104265,120,0,4082,29,878,20,,,,,878;878;878;878;878,60,120,3,126000,21000,2520000,0.5,7,204;304;404;804;904,0.1;0;0;,"0,0;0,0;0,0;0,0;0,0",5017;6026;,0;0;0;0;0;0;0;,"0,0;0,0;",0.5;0.13,,,1327;-519;1,,,,,,,,,,,,,,,,1,,,
4905,药师(大陆天化),$L:npc_128$,1,3,,49,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,169;535;1,talk;shop;life_skill;task;,talk/npc_talk_128.xml,513;932;939,513;932;939;27;31;37;854;,,,11;14;,,,,,1,,,,1,,,
4906,药师(大陆育成),$L:npc_372$,1,3,,49,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,86;-1640;1,talk;shop;life_skill;task;,talk/npc_talk_128.xml,513;932;939,513;932;939,,,11;14;,,,,,1,,,,1,,,
4907,药师(大陆营地),$L:npc_49$,1,3,,49,0,,,100,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,280;-147;1,talk;shop;life_skill;task;,talk/npc_talk_49.xml,105;106;107;109;118;122;124;513;932;939,105;106;107;109;118;122;123;513;932;939,,,11;14,,,,,1,,,,1,,,
4908,药师(大陆鸦林),$L:npc_408$,1,3,,49,0,,,100,10,,,,0,,,,213,120,0,17,14,225,20,,,,,225;225;225;225;225,60,120,3,105,18,2200,0.5,,,0.1;0;0;,,,,,,,,31;-953;1,talk;shop;life_skill;task;,talk/npc_talk_288.xml,513;932;939;,513;932;939;,,,11;14;,,,,,1,,,,,,,
4909,药师(大陆成都),$L:npc_128$,1,3,,49,0,,,100,20,,,,0,,,,545,120,0,46,23,406,20,,,,,406;406;406;406;406,60,120,3,155,26,3200,0.5,,,0.1;0;0;,,,,,,,,260;-534;1,talk;shop;life_skill;task;,talk/npc_talk_128.xml,513;932;939;,513;932;939;,,,11;14;,,,,,1,,,,1,,,
4910,无影木魃,$L:npc_4910$,1,3,,4406,1,1,,100,48,,,,,,,,2513,120,0,169,48,861,1256,,,"1143,1",,861;861;861;861;861,60,120,3,295,49,6000,0.5,,,,,,,,,,,,,,,,1199;1200;1223;1224;1225;462;,,,,,,2,,,,,,,,
